session_id,student_level,discipline,session_date,session_length_min,total_prompts,task_type,ai_assistance_level,final_outcome,used_again,satisfaction_rating
SESSION00277,Graduate,Biology,2024/08/15,8,1,Homework Help,4,Gave Up,FALSE,4.4
SESSION00278,High School,Biology,2024/11/28,36,13,Writing,2,Assignment Completed,TRUE,1.5
SESSION00279,Undergraduate,Biology,2025/02/08,33,12,Studying,4,Idea Drafted,TRUE,3.3
SESSION00280,Undergraduate,History,2024/11/30,11,4,Studying,4,Assignment Completed,TRUE,3.6
SESSION00281,Undergraduate,Psychology,2025/06/12,7,1,Studying,4,Confused,FALSE,3.9
SESSION00282,Undergraduate,Engineering,2025/02/03,47,10,Writing,4,Assignment Completed,TRUE,3.8
SESSION00283,Graduate,Math,2024/10/13,30,7,Homework Help,3,Confused,FALSE,2.2
SESSION00284,Graduate,Engineering,2024/10/06,26,6,Research,2,Gave Up,TRUE,1
SESSION00285,High School,Computer Science,2024/09/28,33,9,Writing,2,Assignment Completed,TRUE,1
SESSION00286,Undergraduate,History,2025/02/18,16,5,Research,2,Confused,FALSE,1
SESSION00287,Graduate,Computer Science,2025/05/22,7,1,Studying,2,Confused,TRUE,1.3
SESSION00288,Undergraduate,Biology,2025/06/04,15,3,Studying,4,Assignment Completed,TRUE,4.6
SESSION00289,Undergraduate,Biology,2024/08/11,29,8,Homework Help,3,Assignment Completed,TRUE,3.2
SESSION00290,High School,Computer Science,2025/03/25,34,15,Studying,5,Assignment Completed,TRUE,4.8
SESSION00291,High School,Biology,2024/12/04,27,7,Studying,4,Assignment Completed,FALSE,3.9
SESSION00292,High School,Math,2024/10/01,17,3,Studying,3,Assignment Completed,FALSE,2.2
SESSION00293,High School,Biology,2025/03/02,32,8,Writing,5,Assignment Completed,FALSE,4.1
SESSION00294,High School,Biology,2025/02/14,47,14,Studying,3,Confused,TRUE,2.6
SESSION00295,Undergraduate,Biology,2025/01/03,51,17,Brainstorming,3,Idea Drafted,FALSE,2.8
SESSION00296,Undergraduate,Math,2024/06/24,7,1,Writing,5,Idea Drafted,FALSE,5
SESSION00297,Undergraduate,History,2024/08/07,5,1,Studying,5,Confused,FALSE,5
SESSION00298,Undergraduate,Psychology,2024/11/28,22,5,Writing,3,Assignment Completed,TRUE,1.8
SESSION00299,High School,Math,2025/02/08,17,3,Coding,4,Confused,TRUE,4.2
SESSION00300,Undergraduate,Biology,2024/09/06,15,3,Coding,4,Assignment Completed,TRUE,4.6
SESSION00301,Undergraduate,Biology,2025/04/10,8,2,Writing,4,Idea Drafted,TRUE,5
SESSION00302,High School,Psychology,2024/09/30,26,6,Writing,4,Assignment Completed,TRUE,2.6
SESSION00303,Undergraduate,Biology,2025/03/19,6,1,Homework Help,3,Confused,TRUE,2.4
SESSION00304,Undergraduate,Math,2024/08/12,12,3,Research,3,Confused,TRUE,3.5
SESSION00305,Undergraduate,Psychology,2025/02/02,25,10,Coding,2,Assignment Completed,TRUE,1.9
SESSION00306,High School,Math,2024/09/03,9,2,Coding,4,Idea Drafted,FALSE,4.6
SESSION00307,Graduate,Business,2025/05/06,7,2,Coding,1,Assignment Completed,FALSE,1.5
SESSION00308,High School,Engineering,2025/02/27,6,1,Homework Help,5,Confused,TRUE,5
SESSION00309,High School,Business,2025/02/04,36,13,Studying,3,Idea Drafted,TRUE,2.5
SESSION00310,Undergraduate,Business,2024/08/09,17,3,Writing,2,Assignment Completed,TRUE,3.3
SESSION00311,Undergraduate,Computer Science,2025/03/11,4,1,Studying,2,Gave Up,FALSE,2.3
SESSION00312,High School,Biology,2024/09/28,6,2,Studying,3,Assignment Completed,TRUE,3.5
SESSION00313,Graduate,Engineering,2024/08/14,33,12,Homework Help,5,Assignment Completed,TRUE,5
SESSION00314,Undergraduate,History,2025/03/27,10,2,Homework Help,5,Assignment Completed,TRUE,5
SESSION00315,High School,History,2024/07/09,47,15,Studying,4,Assignment Completed,TRUE,4.8
SESSION00316,Undergraduate,Computer Science,2024/09/21,17,8,Coding,3,Assignment Completed,TRUE,2.5
SESSION00317,Undergraduate,History,2024/09/29,32,10,Coding,5,Confused,TRUE,5
SESSION00318,Graduate,Biology,2025/04/09,3,1,Writing,4,Idea Drafted,TRUE,5
SESSION00319,Undergraduate,Biology,2024/07/12,6,1,Coding,2,Assignment Completed,TRUE,1.8
SESSION00320,Undergraduate,History,2025/04/03,5,1,Writing,3,Confused,TRUE,3.7
SESSION00321,Graduate,Psychology,2024/07/22,11,3,Homework Help,4,Idea Drafted,TRUE,5
SESSION00322,Undergraduate,Business,2025/03/16,7,2,Writing,2,Assignment Completed,FALSE,3.2
SESSION00323,Graduate,Engineering,2024/11/24,33,10,Homework Help,3,Idea Drafted,TRUE,3.1
SESSION00324,Graduate,Engineering,2024/08/14,14,2,Coding,4,Confused,FALSE,3.2
SESSION00325,Undergraduate,Psychology,2024/09/16,4,1,Studying,3,Idea Drafted,TRUE,4.1
SESSION00326,Undergraduate,Business,2024/10/09,3,1,Writing,5,Assignment Completed,TRUE,5
SESSION00327,High School,Biology,2024/08/06,19,6,Studying,2,Idea Drafted,TRUE,2.4
SESSION00328,High School,Psychology,2025/02/02,16,4,Research,5,Gave Up,FALSE,4.5
SESSION00329,Graduate,Computer Science,2024/06/25,26,5,Coding,3,Idea Drafted,TRUE,2.3
SESSION00330,High School,Computer Science,2025/03/04,40,14,Homework Help,4,Confused,FALSE,4.2
SESSION00331,High School,Psychology,2024/09/13,43,11,Writing,4,Assignment Completed,TRUE,4.6
SESSION00332,Undergraduate,Business,2025/03/29,21,5,Studying,4,Idea Drafted,TRUE,4.8
SESSION00333,Graduate,Business,2024/08/06,33,12,Studying,2,Assignment Completed,TRUE,2
SESSION00334,Graduate,History,2025/05/12,26,8,Coding,4,Idea Drafted,TRUE,4
SESSION00335,Undergraduate,History,2025/03/21,17,3,Studying,3,Assignment Completed,TRUE,2.5
SESSION00336,Undergraduate,Math,2024/06/29,12,3,Homework Help,5,Assignment Completed,TRUE,4.6
SESSION00337,Undergraduate,Computer Science,2024/12/01,42,9,Writing,3,Confused,FALSE,2.4
SESSION00338,Undergraduate,Engineering,2024/08/04,40,9,Writing,3,Assignment Completed,TRUE,3
SESSION00339,Graduate,Biology,2024/11/03,33,9,Writing,4,Gave Up,FALSE,3.7
SESSION00340,Undergraduate,Business,2024/09/12,23,5,Coding,3,Confused,FALSE,3.8
SESSION00341,Undergraduate,Engineering,2024/12/14,16,3,Homework Help,2,Assignment Completed,TRUE,1
SESSION00342,Undergraduate,Business,2024/08/19,10,2,Writing,2,Assignment Completed,TRUE,2.6
SESSION00343,Undergraduate,Business,2024/08/20,16,6,Studying,4,Idea Drafted,TRUE,3.1
SESSION00344,High School,Math,2025/04/01,20,4,Writing,4,Assignment Completed,FALSE,3.1
SESSION00345,Undergraduate,Math,2025/03/02,12,3,Coding,4,Gave Up,TRUE,4
SESSION00346,Graduate,Psychology,2025/04/25,36,8,Writing,4,Idea Drafted,TRUE,2.5
SESSION00347,High School,Biology,2024/08/10,10,3,Studying,4,Confused,TRUE,4.4
SESSION00348,Undergraduate,Computer Science,2025/05/27,16,4,Studying,5,Confused,TRUE,5
SESSION00349,Undergraduate,History,2024/11/14,8,1,Studying,5,Assignment Completed,TRUE,5
SESSION00350,Undergraduate,Business,2024/10/28,0,1,Homework Help,5,Idea Drafted,TRUE,5
SESSION00351,Undergraduate,Computer Science,2024/11/30,12,3,Writing,1,Idea Drafted,TRUE,1
SESSION00352,High School,Biology,2024/11/18,21,9,Studying,2,Idea Drafted,TRUE,1.7
SESSION00353,Undergraduate,History,2025/03/07,8,1,Writing,2,Assignment Completed,FALSE,2
SESSION00354,High School,Business,2025/01/11,14,4,Writing,3,Assignment Completed,TRUE,2.7
SESSION00355,High School,Business,2025/03/15,14,4,Writing,5,Assignment Completed,FALSE,4.6
SESSION00356,Undergraduate,Psychology,2024/10/08,22,8,Writing,3,Idea Drafted,FALSE,3.5
SESSION00357,Undergraduate,Biology,2024/12/13,6,1,Writing,5,Confused,FALSE,4.5
SESSION00358,Undergraduate,Engineering,2025/03/08,9,1,Brainstorming,3,Idea Drafted,TRUE,3.9
SESSION00359,High School,History,2024/09/10,39,8,Coding,3,Idea Drafted,TRUE,3.4
SESSION00360,Undergraduate,Psychology,2025/05/23,24,5,Coding,3,Assignment Completed,FALSE,2.5
SESSION00361,Undergraduate,Math,2025/02/25,11,3,Coding,4,Gave Up,FALSE,4.4
SESSION00362,Undergraduate,History,2024/08/19,10,3,Studying,3,Idea Drafted,TRUE,3.4
SESSION00363,Undergraduate,Business,2024/09/12,19,5,Writing,4,Assignment Completed,TRUE,4.1
SESSION00364,Undergraduate,Psychology,2024/11/22,7,2,Coding,3,Idea Drafted,TRUE,3.2
SESSION00365,Undergraduate,Math,2024/11/08,15,3,Homework Help,5,Assignment Completed,FALSE,4.6
SESSION00366,Undergraduate,Math,2024/09/05,10,2,Homework Help,4,Assignment Completed,FALSE,5
SESSION00367,Undergraduate,Computer Science,2025/05/27,14,6,Writing,2,Idea Drafted,FALSE,1.2
SESSION00368,High School,Psychology,2025/03/09,5,1,Coding,1,Gave Up,FALSE,1.9
SESSION00369,Undergraduate,Psychology,2025/05/23,12,3,Writing,2,Assignment Completed,TRUE,2.9
SESSION00370,Graduate,History,2025/03/08,1,1,Coding,3,Assignment Completed,TRUE,3.2
SESSION00371,Undergraduate,Math,2024/09/26,8,3,Homework Help,3,Idea Drafted,TRUE,1
SESSION00372,Undergraduate,Engineering,2024/12/31,12,2,Studying,4,Idea Drafted,FALSE,3.8
SESSION00373,Undergraduate,Biology,2024/12/30,22,4,Studying,3,Assignment Completed,TRUE,3.3
SESSION00374,Undergraduate,Math,2024/10/08,4,1,Coding,4,Assignment Completed,TRUE,4.5
SESSION00375,Undergraduate,Business,2024/12/10,3,1,Coding,2,Assignment Completed,FALSE,2.1
SESSION00376,High School,Biology,2024/07/13,14,3,Homework Help,5,Assignment Completed,FALSE,4.6
SESSION00377,Graduate,Engineering,2024/09/29,8,1,Homework Help,4,Idea Drafted,FALSE,2.4
SESSION00378,Undergraduate,Business,2024/06/25,7,2,Homework Help,3,Assignment Completed,TRUE,2.8
SESSION00379,Graduate,Engineering,2024/12/09,31,6,Homework Help,4,Assignment Completed,TRUE,2.4
SESSION00380,Undergraduate,Math,2024/12/21,18,5,Writing,3,Assignment Completed,TRUE,5
SESSION00381,Undergraduate,Psychology,2024/08/24,31,6,Coding,4,Confused,TRUE,4.1
SESSION00382,Graduate,Math,2024/07/17,18,8,Brainstorming,3,Confused,FALSE,3.5
SESSION00383,High School,Business,2025/04/23,10,3,Coding,4,Assignment Completed,TRUE,3.8
SESSION00384,Graduate,Psychology,2025/06/04,33,10,Coding,2,Assignment Completed,FALSE,1.1
SESSION00385,Undergraduate,Psychology,2025/05/13,41,9,Studying,2,Assignment Completed,TRUE,2.2
SESSION00386,High School,Math,2024/07/17,11,2,Brainstorming,2,Idea Drafted,TRUE,1.4
SESSION00387,Undergraduate,Engineering,2025/04/10,10,4,Writing,3,Idea Drafted,FALSE,4.7
SESSION00388,Undergraduate,History,2024/12/19,18,4,Coding,2,Idea Drafted,TRUE,2
SESSION00389,Undergraduate,Business,2025/01/13,61,18,Studying,3,Assignment Completed,TRUE,3.2
SESSION00390,Undergraduate,History,2024/10/14,29,6,Brainstorming,2,Idea Drafted,TRUE,1.6
SESSION00391,Undergraduate,Math,2024/09/11,4,1,Coding,3,Assignment Completed,TRUE,4.1
SESSION00392,Undergraduate,Engineering,2024/12/01,13,4,Research,5,Assignment Completed,TRUE,5
SESSION00393,Graduate,Engineering,2024/08/05,4,1,Writing,4,Assignment Completed,TRUE,4.2
SESSION00394,Undergraduate,Psychology,2025/06/01,7,2,Coding,2,Assignment Completed,TRUE,2.9
SESSION00395,High School,Biology,2024/10/13,24,5,Studying,3,Assignment Completed,TRUE,3.5
SESSION00396,High School,Biology,2024/08/17,28,12,Coding,5,Confused,FALSE,5
SESSION00397,High School,History,2024/10/12,23,5,Writing,3,Idea Drafted,TRUE,3.7
SESSION00398,Undergraduate,Business,2024/10/10,13,5,Homework Help,5,Confused,TRUE,4.2
SESSION00399,High School,Biology,2024/08/31,5,1,Writing,3,Assignment Completed,TRUE,2.3
SESSION00400,Graduate,History,2024/12/06,35,7,Coding,5,Assignment Completed,TRUE,5
SESSION00401,Graduate,Biology,2025/04/18,20,9,Writing,4,Assignment Completed,TRUE,2.7
SESSION00402,Undergraduate,Engineering,2024/06/29,7,2,Coding,3,Assignment Completed,TRUE,2.9
SESSION00403,Graduate,History,2024/12/24,15,3,Writing,2,Confused,TRUE,3.7
SESSION00404,Graduate,History,2025/04/25,25,6,Coding,4,Idea Drafted,TRUE,4.3
SESSION00405,Undergraduate,Biology,2025/04/16,17,3,Writing,4,Idea Drafted,TRUE,4.6
SESSION00406,Graduate,Biology,2025/01/15,6,2,Writing,2,Idea Drafted,TRUE,1
SESSION00407,Undergraduate,History,2024/07/19,52,11,Studying,3,Gave Up,FALSE,3
SESSION00408,Graduate,Engineering,2025/02/06,3,1,Homework Help,2,Assignment Completed,TRUE,2.2
SESSION00409,Undergraduate,Engineering,2024/12/17,10,4,Studying,1,Idea Drafted,TRUE,1
SESSION00410,Undergraduate,Engineering,2024/11/06,13,4,Coding,3,Confused,FALSE,3.1
SESSION00411,Graduate,History,2024/10/19,8,2,Coding,4,Gave Up,FALSE,5
SESSION00412,Undergraduate,Business,2025/03/01,16,5,Studying,3,Assignment Completed,FALSE,2.9
SESSION00413,Undergraduate,History,2024/09/19,18,3,Research,2,Assignment Completed,TRUE,2.1
SESSION00414,High School,Business,2024/12/15,63,17,Homework Help,4,Idea Drafted,TRUE,3.6
SESSION00415,Undergraduate,Engineering,2024/09/10,8,1,Studying,2,Idea Drafted,TRUE,1
SESSION00416,Undergraduate,Psychology,2025/03/18,8,1,Studying,4,Assignment Completed,TRUE,4.3
SESSION00417,Undergraduate,Biology,2025/05/25,9,1,Writing,4,Assignment Completed,TRUE,4.3
SESSION00418,High School,Engineering,2024/10/09,29,6,Homework Help,5,Assignment Completed,TRUE,5
SESSION00419,High School,Psychology,2025/05/16,25,6,Homework Help,5,Assignment Completed,TRUE,4.1
SESSION00420,Graduate,Biology,2024/12/26,12,3,Writing,4,Assignment Completed,TRUE,2.9
SESSION00421,Undergraduate,Math,2024/11/22,4,1,Coding,2,Idea Drafted,FALSE,2
SESSION00422,Undergraduate,Biology,2024/10/06,42,20,Homework Help,3,Assignment Completed,FALSE,4.5
SESSION00423,Undergraduate,History,2024/08/25,30,8,Writing,4,Idea Drafted,FALSE,4.7
SESSION00424,Undergraduate,Math,2024/12/27,41,12,Brainstorming,4,Gave Up,TRUE,4.3
SESSION00425,High School,Engineering,2024/09/17,20,6,Studying,2,Assignment Completed,TRUE,2
SESSION00426,Graduate,Engineering,2024/12/11,22,6,Homework Help,3,Assignment Completed,FALSE,2.3
SESSION00427,Graduate,Business,2025/06/10,11,5,Writing,3,Assignment Completed,TRUE,2.4
SESSION00428,Undergraduate,Biology,2024/08/14,34,6,Writing,4,Gave Up,FALSE,4
SESSION00429,Graduate,Business,2024/06/30,68,28,Homework Help,5,Assignment Completed,FALSE,5
SESSION00430,Graduate,Business,2025/04/23,93,31,Homework Help,2,Idea Drafted,TRUE,1.6
SESSION00431,Undergraduate,Math,2024/09/23,17,3,Studying,4,Assignment Completed,TRUE,3.8
SESSION00432,Undergraduate,Business,2025/03/01,7,1,Homework Help,3,Gave Up,FALSE,2.6
SESSION00433,High School,Computer Science,2024/12/29,28,7,Writing,2,Assignment Completed,TRUE,1.3
SESSION00434,Undergraduate,History,2024/11/20,21,6,Studying,2,Confused,FALSE,2
SESSION00435,Graduate,Psychology,2024/09/17,18,4,Writing,5,Assignment Completed,TRUE,4.7
SESSION00436,Undergraduate,Computer Science,2025/01/24,32,15,Coding,3,Confused,FALSE,2.6
SESSION00437,High School,Psychology,2025/01/07,27,9,Coding,4,Confused,FALSE,3.6
SESSION00438,Graduate,Computer Science,2025/02/28,20,4,Coding,3,Assignment Completed,TRUE,3
SESSION00439,High School,Computer Science,2025/06/21,11,2,Studying,3,Assignment Completed,TRUE,4
SESSION00440,Undergraduate,Computer Science,2024/08/19,8,1,Studying,4,Idea Drafted,TRUE,5
SESSION00441,Undergraduate,Psychology,2024/08/05,21,8,Writing,3,Assignment Completed,FALSE,2.3
SESSION00442,Undergraduate,Math,2024/10/05,19,7,Homework Help,5,Assignment Completed,TRUE,4.3
SESSION00443,Graduate,Engineering,2025/03/31,19,8,Coding,3,Idea Drafted,TRUE,3.9
SESSION00444,Undergraduate,Computer Science,2024/11/15,11,2,Writing,2,Assignment Completed,TRUE,1.8
SESSION00445,Undergraduate,Math,2025/01/12,1,1,Homework Help,3,Gave Up,FALSE,2.3
SESSION00446,Undergraduate,Engineering,2024/09/30,1,1,Writing,4,Assignment Completed,TRUE,4.5
SESSION00447,Undergraduate,Psychology,2025/03/18,24,6,Coding,4,Idea Drafted,TRUE,4
SESSION00448,Undergraduate,Engineering,2024/08/01,27,6,Coding,3,Assignment Completed,TRUE,2.3
SESSION00449,Undergraduate,Psychology,2024/10/07,4,1,Brainstorming,3,Assignment Completed,TRUE,2.5
SESSION00450,Undergraduate,Business,2025/05/24,20,4,Coding,3,Assignment Completed,TRUE,4.3
SESSION00451,Undergraduate,Engineering,2025/03/06,12,4,Homework Help,2,Idea Drafted,TRUE,2.3
SESSION00452,Graduate,Biology,2025/01/10,23,10,Studying,3,Confused,FALSE,4.9
SESSION00453,Undergraduate,Engineering,2025/04/30,22,9,Coding,3,Gave Up,TRUE,2.3
SESSION00454,Undergraduate,Engineering,2024/10/22,9,2,Writing,3,Assignment Completed,TRUE,4
SESSION00455,High School,Engineering,2025/04/09,5,1,Writing,5,Assignment Completed,TRUE,4.1
SESSION00456,Graduate,Psychology,2024/11/27,31,14,Writing,3,Assignment Completed,TRUE,2.6
SESSION00457,Graduate,Math,2024/07/01,14,2,Writing,3,Confused,FALSE,3.7
SESSION00458,Graduate,Math,2024/07/18,18,4,Homework Help,2,Assignment Completed,TRUE,2.5
SESSION00459,Graduate,Engineering,2025/01/30,6,1,Coding,3,Idea Drafted,TRUE,4.6
SESSION00460,Graduate,Biology,2025/06/02,21,4,Writing,4,Assignment Completed,TRUE,3
SESSION00461,Undergraduate,Business,2024/08/04,12,4,Coding,3,Assignment Completed,FALSE,1.4
SESSION00462,Graduate,Psychology,2024/09/25,30,14,Coding,3,Assignment Completed,TRUE,2.5
SESSION00463,Undergraduate,History,2025/06/08,48,20,Studying,4,Confused,FALSE,3.1
SESSION00464,Undergraduate,History,2024/10/11,13,4,Writing,5,Assignment Completed,FALSE,4.8
SESSION00465,High School,Math,2024/09/29,1,1,Studying,3,Assignment Completed,TRUE,3.6
SESSION00466,Undergraduate,Math,2025/05/04,36,8,Writing,3,Assignment Completed,TRUE,3.3
SESSION00467,Undergraduate,History,2024/09/26,1,1,Coding,3,Assignment Completed,TRUE,4.5
SESSION00468,Undergraduate,History,2025/04/14,17,4,Studying,3,Gave Up,TRUE,2.5
SESSION00469,Graduate,Biology,2025/03/10,14,4,Writing,5,Idea Drafted,TRUE,5
SESSION00470,High School,Engineering,2025/06/20,5,1,Studying,5,Idea Drafted,FALSE,4.5
SESSION00471,Undergraduate,Psychology,2025/01/25,11,3,Coding,2,Assignment Completed,TRUE,1.4
SESSION00472,Undergraduate,Business,2025/05/22,17,3,Research,3,Confused,TRUE,4.2
SESSION00473,Undergraduate,Business,2025/02/17,25,4,Coding,4,Idea Drafted,FALSE,5
SESSION00474,Undergraduate,Computer Science,2025/02/02,5,1,Research,3,Assignment Completed,TRUE,3.3
SESSION00475,Graduate,History,2025/04/30,19,4,Homework Help,4,Assignment Completed,FALSE,3.7
SESSION00476,Undergraduate,Business,2025/06/18,8,2,Brainstorming,3,Idea Drafted,TRUE,2.3
SESSION00477,Graduate,Business,2025/01/15,5,1,Studying,4,Idea Drafted,TRUE,3.4
SESSION00478,Undergraduate,Engineering,2025/06/17,4,1,Writing,3,Assignment Completed,FALSE,3.9
SESSION00479,Undergraduate,Math,2024/09/03,13,3,Studying,2,Idea Drafted,TRUE,1
SESSION00480,Undergraduate,Engineering,2025/02/22,11,2,Studying,3,Idea Drafted,TRUE,3.7
SESSION00481,High School,Business,2025/01/03,5,2,Studying,4,Gave Up,TRUE,4.5
SESSION00482,Graduate,Biology,2025/01/15,17,6,Homework Help,1,Idea Drafted,TRUE,1
SESSION00483,Graduate,History,2024/06/25,11,2,Homework Help,2,Assignment Completed,TRUE,2.3
SESSION00484,Graduate,Engineering,2024/08/20,48,13,Coding,4,Idea Drafted,TRUE,3.9
SESSION00485,Graduate,Math,2024/07/01,21,4,Homework Help,4,Confused,TRUE,4.6
SESSION00486,Graduate,History,2024/10/29,20,4,Studying,4,Idea Drafted,TRUE,2.9
SESSION00487,Undergraduate,Biology,2025/04/18,7,1,Studying,3,Confused,FALSE,4.3
SESSION00488,Undergraduate,Business,2025/03/18,51,12,Coding,3,Assignment Completed,TRUE,3.4
SESSION00489,High School,Psychology,2025/04/18,42,8,Coding,3,Assignment Completed,TRUE,2.9
SESSION00490,Undergraduate,Engineering,2025/01/25,18,4,Homework Help,5,Idea Drafted,TRUE,5
SESSION00491,Undergraduate,Computer Science,2024/12/04,16,6,Homework Help,3,Assignment Completed,TRUE,2.2
SESSION00492,Undergraduate,Engineering,2025/01/30,15,3,Writing,4,Gave Up,TRUE,3.1
SESSION00493,Graduate,Psychology,2024/11/03,9,2,Studying,3,Assignment Completed,FALSE,3.5
SESSION00494,Undergraduate,History,2024/06/24,6,1,Studying,2,Idea Drafted,TRUE,2.2
SESSION00495,Undergraduate,Business,2024/12/27,13,2,Brainstorming,3,Confused,FALSE,4.3
SESSION00496,High School,Business,2024/09/07,27,11,Homework Help,5,Idea Drafted,FALSE,4.2
SESSION00497,Undergraduate,Computer Science,2024/09/04,20,5,Coding,3,Assignment Completed,TRUE,4.4
SESSION00498,Undergraduate,Math,2024/08/05,23,6,Homework Help,4,Assignment Completed,TRUE,5
SESSION00499,Undergraduate,Math,2025/04/04,17,5,Writing,2,Assignment Completed,TRUE,1.1
SESSION00500,High School,Biology,2024/10/20,22,4,Writing,3,Idea Drafted,TRUE,2.1
SESSION00501,Undergraduate,Engineering,2025/03/30,11,2,Studying,3,Confused,TRUE,3
SESSION00502,High School,History,2025/04/16,51,23,Homework Help,3,Assignment Completed,FALSE,1.8
SESSION00503,Graduate,Business,2024/12/05,3,1,Writing,3,Gave Up,FALSE,3
SESSION00504,High School,Engineering,2024/09/29,30,5,Brainstorming,5,Idea Drafted,TRUE,4.9
SESSION00505,Undergraduate,Engineering,2025/03/21,1,1,Writing,4,Idea Drafted,TRUE,5
